date,begin,high,low,end,volume
2018/1/5 22:00,"16,140","16,140","16,140","16,140",1
2018/1/5 21:00,"16,240","16,240","16,240","16,240",1
2018/1/5 20:00,"16,310","16,310","16,300","16,300",9
,,,,,
2018/1/5 18:00,"15,760","15,925","15,760","15,925",4
2018/1/5 17:00,"15,140","15,200","15,140","15,200",2
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
2018/1/5 11:00,"15,250","15,330","15,250","15,330",3
,,,,,
,,,,,
,,,,,
,,,,,
2018/1/5 6:00,"15,140","15,140","15,140","15,140",1
2018/1/5 5:00,"15,170","15,250","15,170","15,200",17
2018/1/5 4:00,"15,105","15,140","15,105","15,125",8
,,,,,
2018/1/5 2:00,"14,840","14,900","14,785","14,900",3
2018/1/5 1:00,"14,690","14,720","14,690","14,720",2
2018/1/5 0:00,"14,800","14,805","14,690","14,700",5
2018/1/4 23:00,"14,720","14,720","14,720","14,720",1
